2;ruRU;Самое впечатляющее, $N... достать коготь Острокогота было нелегко! Охота в Ясеневом лесу идет вам на пользу!$B$BОстрый Коготь долгое время терроризировал батраков из лесозаготовительных лагерей у его пути, когда они пытались попасть сюда, на Заставу Расщепленного Дерева. Несомненно, как только станет известно, что это вы усмирили зверя, многие воодушевляющие песни о вашей храбрости будут звучать у костров и на лесопилках по всему Ясеневому лесу!;0
5;ruRU;Тебе нужны крабовые пирожные, не так ли? Ну, может быть, я смогу приготовить что-нибудь для тебя...;0
6;ruRU;Ха, ты поймал его! Вы оказали Элвинн большую услугу и заработали хорошую награду!;0
7;ruRU;Молодец, гражданин. Эти кобольды воры и трусы, но в большом количестве они представляют для нас угрозу. И людям Штормграда не нужна еще одна угроза.$B$BЗа победу над ними приношу вам мою благодарность.;0
8;ruRU;Ой? Письмо? Прекрасные новости! Я ждал вестей от моей дорогой старой матушки из Похоронного звона. Какая она святая. Интересно, как она держится. $B$BЧто? Слишком радостно? Не купишься на это, да? Продолжай! Заблудись!$B$BВозвращайся, когда у тебя будет немного монет, чтобы их потратить... бездельник.$B$BСледующее, что ты знаешь, ты вернешься, чтобы отдохнуть после долгого дня приключений или чего-то в этом роде.;0
9;ruRU;Хорошая работа, друг. Вы хорошо заработали свою зарплату. Кто знает, может быть, Западный Край снова будет процветать.;0
10;ruRU;Он был хорошим гоблином, юный Скримшенк. Будем надеяться, что его кончина не была напрасной, судя по тому, что он смог зафиксировать с помощью своего геодезического оборудования. Они слишком хитры для своего же блага, и исследования, которые мы провели до сих пор, показывают, что они могут даже находиться под контролирующим влиянием третьей стороны! Если это так, то это плохо не только для Прибамбасска, но и для всей пустыни!;0
11;ruRU;Я вижу, ты был занят! Примите нашу благодарность, $N.;0
12;ruRU;Молодец, $N. Мой разведчик был свидетелем ваших доблестных действий. Вы пока неплохо себя показываете.;0
13;ruRU;Ваша ценность для Народной милиции подтверждена вашими смелыми поступками.;0
14;ruRU;Когда я покинул испорченные земли Лордерона, я вернулся к мрачному положению дел здесь, на моей родине. Но надежда на Западный край еще есть. Судя по твоей доблести в бою, для меня очевидно, что ты с честью служишь нашему делу. Я с большой гордостью зачисляю тебя в народное ополчение. Да воссияет над тобой Свет.;0
15;ruRU;Мне не нравится слышать обо всех этих кобольдах в нашей шахте. Ничего хорошего из этого не выйдет. Вот, возьми это в качестве оплаты, и когда будешь готов, поговори со мной снова. Я бы хотел, чтобы ты вернулся в шахты еще раз...;0
