2;ruRU;Да, могучий $C, я почувствовал твое появление. Надеюсь, у вас есть еще новости о вашей охоте?;0
5;ruRU; О, посылка от моего брата? Великолепный! Фортуна действительно светит мне сегодня!;0
6;ruRU; Вы нашли хижину Гаррика? Наконец-то мы освободились от этого злодея?;0
7;ruRU; Как идет охота, $N? Вы нашли и победили этих паразитов?;0
8;ruRU; Да? Да? Что это такое? $B$BОтрекшиеся... у них действительно огромные аппетиты. Чувствуй себя как дома... да, отдохни эти усталые кости. Меня зовут Рене, если вам что-то нужно.;0
9;ruRU; А, я вижу, ты вернулся! Я надеюсь, вы хорошо потрудились, очистив те поля от тех Хранителей Урожая. Ты уже убил двадцать?;0
10;ruRU; Ну какие у тебя новости? Ты выглядишь так, как будто ты был в настоящей битве... Скримшенк жив?;0
11;ruRU; Привет, $N. Ты убивал гноллов...?;0
12;ruRU;Возможно я не ясно выразился, залог. Чтобы доказать свою ценность как слуги Народного Ополчения и Света, вам нужно убить 15 Ловцов Справедливости и 15 Контрабандистов Справедливости, а затем вернуться ко мне, когда дело будет сделано.;0
13;ruRU; У нас нет времени на разговоры, $N. Грабители из Братства Справедливости лишают жителей Западного Края мира и процветания, которых они заслуживают. Убедитесь, что по крайней мере 15 разбойников из Братства Справедливости и 15 мародеров из Братства Справедливости убиты. Это послужит четким сигналом о том, что коррупция здесь не приветствуется.;0
14;ruRU; $N, сейчас не время для пустой болтовни. Если вы все еще хотите проявить себя перед Народным Ополчением, вам нужно убить Братьев Справедливости, о которых я уведомлял вас ранее. Вернись ко мне, когда выполнишь свой долг.;0
15;ruRU; Ты был на шахтах? Вы готовы сообщить?;0
16;ruRU; Работа в сельском хозяйстве требует жажды, и я всегда ищу освежающую родниковую воду.$B$BЕсли у вас есть, я готов вас обменять.;0
17;ruRU;Вы получили пурпурные шляпки грибов, которые мне нужны для моей алхимической работы? Нет шапки - нет награды!;0
18;ruRU; Ты уже собрал эти банданы для меня?;0
19;ruRU; Давление орков со стороны Черной горы по-прежнему сильно. Но ты хотя бы избавил нас от Тарил'зуна?;0
20;ruRU; Ты убивал орков, $N? Если да, то покажи мне...;0
21;ruRU; Я знаю, что это кровавая работа, $N, но она жизненно важна для безопасности Североземья. Вы готовы сообщить?;0
22;ruRU; Все, что мне нужно для моего знаменитого мясного пирога, — это 8 печенок колоклыка!;0
23;ruRU; Ах - $N - я как раз думал о тебе! Как проходит твоя охота?;0
24;ruRU; Еще раз приветствую, $N! Вы пришли показать мне доказательства вашей охоты?;0
25;ruRU; Ты уже вернулся? Как там ситуация? Теперь все прояснилось благодаря вам?;0
26;ruRU;;0
27;ruRU;;0
30;ruRU; Ты сделал свой кулон для проверки, $N? Если вам нужна помощь в поиске деталей, попробуйте обратиться за информацией к местному населению. Вы не только найдете то, что ищете, но это даст вам повод исследовать эту чудесную и священную поляну.;0
31;ruRU;Ваше возвращение в Громовой Утес не обошлось без знамений, хотя мне потребуются доказательства ваших уроков, полученных на Лунной поляне, прежде чем я научу вас вашей водной форме.$B$BУ вас есть Кулон Морского Льва?;0
32;ruRU; Мне жаль. Я вас не знаю... но, судя по всему, вы хоть что-то обо мне слышали. Теперь, чем я могу вам помочь? У тебя есть что-нибудь для меня?;0
33;ruRU; Привет, $N. Как проходит охота на больных молодых волков?;0
34;ruRU; Bellygrub все еще в деле или вам удалось избавить Приозерье от вредителя раз и навсегда?;0
35;ruRU;;0
36;ruRU; Я буду очень скучать по Верне Ферлброу. Я не думаю, что вы случайно видели ее по пути сюда?;0
37;ruRU;;0
38;ruRU; Вернитесь со следующими ингредиентами: $b$b 3 жилистого мяса стервятника $b 3 морды кровоклыка $b 3 глаза мурлока $b 3 бамии;0
39;ruRU;;0
40;ruRU;;0
45;ruRU;;0
46;ruRU; Как идет охота, $N?;0
47;ruRU; Псс! У тебя есть эта золотая пыль для меня... для меня?;0
48;ruRU;Иккинг! Хо-хо! Хочешь выйти на бис?$B$BВ земле к югу, где виноградные лозы вьются и ползут$BНаходится скрытый колодец, где вода течет глубоко$BPЧистая, как священная Дочь Света$BBПринеси мне немного Воды Святого Источника.;0
49;ruRU; Бис? Ну да!$B$BЯнтарь – это цвет самой долгой любви в моей жизни$BПодобно последним уголькам сумерек в небе над головой$BДобудь для меня, чтобы родилась моя любовь$BПо одному мешку: ячменя, ржи и кукурузы.;0
50;ruRU; Выйти на бис? Ну, конечно, друг! $B$BI будет смешивать и смешивать, пока у нас не получится пюре$BПотому что это будет наш личный тайник$BA по-прежнему должен быть сделан из прочного металла$BBПринеси мне немного Truesilver, чтобы я мог закончить эту песню.;0
51;ruRU; Выйти на бис? Зачем вам что угодно!$B$BЕще не отфильтрованное, а свежеперегнанное$BКак незасеянная земля, ожидающая возделывания.$BДалее я приготовлю нашу кучу древесного угля$BДоставить ветку платана, это ваша следующая цель.;0
52;ruRU; Ты убил тех волков и медведей?;0
53;ruRU;Конечно, я спою ее еще раз для тебя, друг!$B$BСладострастная жидкость, прозрачная, как детские слезы$BС годами превращается в прекрасный глубокий янтарь$BНо прежде чем мы начнем зажигать дотла$BA бочка с обожженным дубом должна быть построенным.;0
54;ruRU; У вас есть новости от Макбрайда? Североземье - сад по сравнению с Элвиннским лесом, но мне интересно, что должен сообщить маршал Макбрайд.$b$bВот, дайте мне его документы...;0
55;ruRU; Морбент Фел побежден?!;0
56;ruRU; Вы убили тех воинов и магов?;0
57;ruRU; Вернись ко мне, как только убьешь 15 демонов-скелетов и 15 ужасов-скелетов, $N.;0
58;ruRU; Мне нужна твоя помощь, $N. Отправляйтесь на кладбище к северо-западу и очистите восточный мавзолей от 20 распространителей чумы.$B$BВозвращайтесь ко мне, когда выполните задание.;0
59;ruRU; Армия Штормграда поручила мне снабдить их людей тканевыми и кожаными доспехами.$b$bЕсли у вас есть маркер для меня, я буду рад сделать для вас что-нибудь.;0
60;ruRU; Ты уже собрал эти свечи?;0
61;ruRU; О, посылка от моего брата? Великолепный! Фортуна действительно светит мне сегодня!;0
62;ruRU;Что ты должен сообщить, $N? Ты был в шахте Фаргодип?;0
63;ruRU; Жаровня по-прежнему отражает окружающий свет, а пламя слегка смещается по мере приближения.$B$BПорча вдоль холмов, похоже, держалась на расстоянии, и, если не считать отсутствующих компонентов, жаровня выглядит подготовленной к ритуалу вызвать очищенное проявление воды.;0
64;ruRU; Думаешь, тебе не удалось забрать мои часы?;0
65;ruRU;;0
66;ruRU;;0
67;ruRU;;0
68;ruRU; А, я тебя помню. Это ты спрашивал об этом парне Сталване. Вы когда-нибудь находили то, что искали?;0
69;ruRU;;0
70;ruRU; Что у тебя там? Позвольте мне взглянуть на это. . .;0
71;ruRU; Здравствуйте, $N. Вы узнали о судьбе Рольфа и Малакая?;0
72;ruRU;;0
74;ruRU; Что это у тебя? Я не могу видеть. У меня очень плохое зрение. Положи это в мои руки.;0
75;ruRU; Ты нашел ту страницу, о которой я упоминал, $N?;0
76;ruRU; Привет, $N. Что вы должны сообщить? Вы исследовали шахту Джасперлод?;0
77;ruRU;Я надеюсь, что вы прибыли сюда, в наш лагерь, чтобы доставить бутылки с рябью, необходимые для выполнения поставленной задачи, да?;0
