234;0;Гнусная порча проникла в Западный Край. Пока я выполнял свой долг на полях сражений Лордерона, эти честные фермы были захвачены и превращены в укрытия для головорезов и убийц. Народной милиции нужна ваша помощь.;0
235;0; Добро пожаловать в нашу скромную обитель! Всегда приятно видеть дружелюбное лицо. А какие у тебя сильные руки. Мы с мужем постоянно ищем помощи по хозяйству. Теперь, когда большинство хороших людей уехало, трудно найти человека, способного помочь.;0
237;0; Ничего, кроме неприятностей в этих краях. Я пытался сказать этому дураку Салдину, чтобы он убирался, пока он еще может, но он и слышать об этом не хочет. Но я не дурак. Мы с Верной уедем, как только починим этот фургон.;0
238;0; Иногда мне кажется, что в небе есть большое серое облако, которое просто обрушивает на нас дождь неудач. Во-первых, нас выгнали с нашей земли, а теперь мы не можем выбраться даже из Западного Края. Все беспорядок. Что-то нужно сделать.;0
239;0;Приключения из дальних и близких стран $bВстречи с людьми, как странными, так и странными $bНо если вы спросите обо мне, $bВы должны сначала выполнить простое задание!;0
240;0; Ах, как трудно здесь поддерживать порядок, чтобы не возникали все эти новые неприятности! Надеюсь, у тебя хорошие новости, $n...;0
241;0; Привет, друг. Меня зовут Реми. $BI, я из Красногорья, что на востоке, и приехал сюда в поисках бизнеса, в поисках бизнеса. У тебя есть... есть??;0
253;0; Ага! Добрый день, добрый день, Мастер $C! Давай, садись и выпей. У тебя предприимчивый взгляд, и я думаю, тебе стоит поговорить со мной...;0
261;0; Здравствуйте, гражданин. Ты выглядишь как $g мужчина : женщина, и у тебя есть цель - у тебя есть дела с армией Штормграда?;0
264;0; Непринужденно, $c. Если вы просто проезжаете мимо, я предлагаю вам придерживаться дорог и путешествовать только днем. Если ваш бизнес находится здесь, в Темнолесье, подумайте о том, чтобы передать свои способности Ночному Дозору. Наше мастерство неоспоримо, но наша численность невелика.;0
265;0;Я уже давно чувствую твое приближение, $n. Это было написано в узоре звезд.;0
267;0; Добро пожаловать в город Темнолесья. Клерк Далтри к вашим услугам. Могу ли я чем-то помочь?;0
272;0; Привет привет! Добро пожаловать на мою кухню, $g sir : миледи! Именно здесь производятся все лучшие деликатесы таверны Алого Ворона. Ах, вы только почувствуйте этот чудесный аромат!;0
273;0; Держите дверь закрытой, $c. Никогда не знаешь, когда снова пройдут Темные Всадники.;0
278;0; Привет, добрый $gsir:lady. Присаживайтесь и поешьте, если проголодались. Не волнуйтесь, если я выгляжу занятой рукоделием - я вас слушаю...;0
288;0; Хм?!? Ой. Ты не похож на вора Справедливости... или на члена Ночного Дозора. Пожалей бедную душу, ладно?;0
289;0; А? Приветствую, юный $C. Ты смелый, раз нашел дорогу сюда со всеми этими бродячими существами!$B$BНу, теперь, когда ты здесь, может быть, ты сможешь помочь старому отшельнику...;0
294;0;Здравствуй, путник. Мое зрение может быть плохим, но я могу чувствовать шаги $c за милю. В течение многих лет я с гордостью защищал Штормград, но как только зрение подвело меня, я был вынужден уйти в отставку.;0
313;0; Добро пожаловать в Башню Азоры, юный $C. Я Феокрит.$B$BУ вас есть ко мне дело? Или... может быть, у меня к вам дело?;0
341;0; У меня нет времени на пустые разговоры, $N. Я должен восстановить этот мост до того, как пойдут дожди. Я закончил каждый проект вовремя и в рамках бюджета, и теперь я не собираюсь сдаваться.;0
342;0; Привет, $n. Добро пожаловать в мой скромный сад. В последнее время погода была идеальной. Будем надеяться, что он продержится стабильно для спелого урожая.;0
344;0;Красногорье охвачено хаосом!;0
381;0; Рад встрече, $C. Если ты здесь по делу, то возьми себе пива, и мы поговорим.;0
382;0; У меня нет времени болтать, гражданин, но если вы готовы помочь нам в борьбе с орками, то я найду вам применение.;0
392;0;Не пугайтесь, $r. Я давно покинул эту землю, но я не собираюсь причинять вред вашему роду. Я видел слишком много смертей в свое время. Мое единственное желание сейчас - это мир. Возможно, вы сможете помочь моему делу.;0
415;0; Эй, $Gприятель:приятельница, не могли бы вы помочь мне с чем-нибудь? Я действительно в тяжелом положении здесь...;0
464;0; Приветствую, $С. Плохие времена, мой друг, потому что наш город осажден! Орки Черной горы нападают из Крепости Каменной Стражи, Тенекурые нависают над Башней Илгалар, а стая гноллов Красногорья набирает силу. Надеюсь, ты здесь не на отдыхе...;0
469;0; Привет, $с. Если ты друг полковника Курцена, я прикажу зарубить тебя на месте! но если вы пришли нам на помощь, то прислушайтесь...;0
633;0; Наступили темные времена, $c... Слишком скоро мы потеряем все... Когда Свет покинет всех, кроме тех, кто действительно ходит под светом.;0
656;0;Воры были везде! $b$bЭто было ужасно. Пещера обрушилась на нас. Я думаю, что горнодобывающая компания мертва, включая моего брата, Бригадира.;0
663;0; Семья Каревин борется за победу под Светом. Мой долг под Светом — отдать свою жизнь в их битве против нежити. Мастер Каревин поручил мне истребить мерзких воргенов в Сумеречном лесу. Может быть, ты поможешь мне?;0
714;0; Привет, $с! Хороший день для охоты, не так ли? Мне самому немножко повезло с кабанами. Возможно, вы хотели бы выстрелить?;0
733;0; Ты смотри, куда ты здесь ступаешь, $Gпарень:девушка. Ты можешь не быть частью нашего наряда, но это не значит, что я не нанесу тебе палку, если ты выйдешь из строя!;0
737;0; Ну привет. Кажется, ты был бы не против подзаработать, а? Я могу сказать по взгляду в твоих глазах. Я могул Кебок, надзиратель за операциями в Азероте, и если вы ищете богатства, возможно, я смогу все устроить.;0
773;0;$С, а? Я Кразек, секретарь барона Ревилгаза. Я знаю все о том, что происходит в этих джунглях и за их пределами. Возможно, вам было бы интересно узнать текущие цены на нефть в Рэтчете? Нет? Ищете работу, может быть? Я могу помочь вам там.;0
786;0; Приветствую, парень $G: девушка. Я Грелин Белоус. Я здесь, чтобы изучить угрозу, которую представляет растущее число троллей в Холодной долине. Что я нашел? Это немного беспокоит...;0
823;0; Привет, $с. Обычно я был бы на месте, присматривая за народом Штормграда, но многие стражи Штормграда сражаются в других землях. Итак, вот я, заместитель и предлагаю награды, когда я предпочитаю патрулировать...;0
900;0; Какое дело привело вас к суду Лейкшира и достопочтенному магистрату Соломону?;0
1071;0;Если и есть что-то, чему меня научил Рэг, так это тому, что никакое задание не бывает скучным. Защита Тандольного Пролета должна была быть легкой задачей. Но под тяжестью армии, сражавшейся на стороне Альянса, мы были разбиты, и Дун Модр пал.;0
1092;0; Привет, $n.;0
1105;0; Знаешь, я всегда хотел быть Старателем, но я родился со склонностью к числам, и Гильдия решила, что я лучше всего подхожу для ведения бухгалтерского учета! Учеба, учеба, каждый день моей юности...;0
1139;0; Ну здравствуй, гражданин. Меня зовут Тупоносый, если быть точным, Магистрат Тупоносый. Мне поручено следить за благополучием Телсамара, и, поверьте мне, нам здесь всегда пригодилась бы еще одна сильная рука!;0
1141;0; Если вы пришли за едой, то добро пожаловать! Вы не найдете более изысканной кухни во всем Штормграде... или Азероте!$B$BЕсли вы здесь по другим вопросам, будьте кратки. Я готовлю дюжину блюд, и мне нужно позаботиться о каждом.;0
1239;0;Если вы готовы терпеть рассказы, от которых у вас дрожит тело и промокают трусы, тогда налейте себе выпить и посидите немного...;0
1254;0; Троггс! Клянусь, боги поместили их в эту землю только для того, чтобы мучить меня! На четыре дюйма глубже в шахты, затем на два фута назад от троггов!;0
1267;0; Добро пожаловать на ликеро-водочный завод Громоваров, основанный старым милым папочкой Аркилусом Громоваром. Я поддерживаю это место с тех пор, как мой старший брат Гримбуз исчез в пьяном угаре несколько урожаев назад.;0
1284;0; Привет, $n.;0
1343;0; Ну, если это не молодой, ощетинившийся $c, несомненно, привлеченный сюда разговорами о моих подвигах на полях сражений! $B$B Сейчас не время для рассказов, ибо есть великие, важные дела, которые нужно совершить! Так что, если вы ищете славы, то сегодня вам сопутствует удача...;0
1344;0; Несмотря на то, что в этих руинах мы переживаем медленный период, я уверен, что это не продлится долго. Но в то же время, я мог бы использовать кого-то вроде тебя. Хотели бы вы помочь Гильдии исследователей гномов?;0
1356;0;Я в середине очень важной задачи. Старательское дело. Если вы не хотите сказать что-то столь же важное, в чем я сомневаюсь, тогда вам придется извинить меня.;0
1374;0; Будь проклята Лига пивоваров! У них есть доступ ко всем лучшим ингредиентам, в то время как мы застряли здесь в поисках зерна и хмеля!;0
1377;0; Привет, $n.;0
1428;0; Привет, $n.;0
1440;0; Вы не найдете большего запаса знаний, чем в Королевской библиотеке Штормграда!;0
