"entry","slot","item","maxcount","incrtime","ExtendedCost","VerifiedBuild"
46079,0,1168,0,0,0,0
46079,0,2244,0,0,0,0
46079,0,6953,0,0,0,0
46079,0,9359,0,0,0,0
46079,0,11902,0,0,0,0
46079,0,13014,0,0,0,0
46079,0,13044,0,0,0,0
46079,0,13052,0,0,0,0
46079,0,13053,0,0,0,0
46079,0,13340,0,0,0,0
46079,0,13982,0,0,0,0
46079,0,14002,0,0,0,0
46079,0,14531,0,0,0,0
46079,0,14541,0,0,0,0
46079,0,15806,0,0,0,0
46079,0,16677,0,0,0,0
46079,0,16679,0,0,0,0
46079,0,18759,0,0,0,0
46079,0,20504,0,0,0,0
46079,0,24044,0,0,0,0
46079,0,24461,0,0,0,0
46079,0,27426,0,0,0,0
46079,0,27427,0,0,0,0
46079,0,27994,0,0,0,0
46079,0,28207,0,0,0,0
46079,0,28325,0,0,0,0
46079,0,28367,0,0,0,0
46079,0,28587,0,0,0,0
46079,0,28631,0,0,0,0
46079,0,28729,0,0,0,0
46079,0,28770,0,0,0,0
46079,0,28772,0,0,0,0
46079,0,28773,0,0,0,0
46079,0,29316,0,0,0,0
46079,0,31304,0,0,0,0
46079,0,33206,0,0,0,0
46079,0,33214,0,0,0,0
46079,0,33215,0,0,0,0
46079,0,33283,0,0,0,0
46079,0,33286,0,0,0,0
46079,0,33299,0,0,0,0
46079,0,33326,0,0,0,0
46079,0,33327,0,0,0,0
46079,0,33328,0,0,0,0
46079,0,33332,0,0,0,0
46079,0,33354,0,0,0,0
46079,0,33356,0,0,0,0
46079,0,33388,0,0,0,0
46079,0,33446,0,0,0,0
46079,0,33464,0,0,0,0
46079,0,33465,0,0,0,0
46079,0,33640,0,0,0,0
46079,0,35592,0,0,0,0
46079,0,45442,0,0,0,0
46079,0,45677,0,0,0,0
46079,0,45682,0,0,0,0
46079,0,45695,0,0,0,0
46079,0,45697,0,0,0,0
46079,0,45713,0,0,0,0
46079,0,45832,0,0,0,0
46079,0,45868,0,0,0,0
46079,0,45872,0,0,0,0
46079,0,45935,0,0,0,0
46079,0,47834,0,0,0,0
46079,0,49821,0,0,0,0
46079,0,49835,0,0,0,0
46079,0,49840,0,0,0,0
46079,0,50729,0,0,0,0
46079,0,51010,0,0,0,0
46079,0,51791,0,0,0,0
46079,0,35573,0,0,0,0
46079,0,35576,0,0,0,0
46079,0,35578,0,0,0,0
46079,0,37038,0,0,0,0
46079,0,37067,0,0,0,0
46079,0,44412,0,0,0,0
46079,0,35658,0,0,0,0
46079,0,35655,0,0,0,0
46079,0,12992,0,0,0,0
46079,0,35570,0,0,0,0
