"entry","slot","item","maxcount","incrtime","ExtendedCost","VerifiedBuild"
45020,0,8201,0,0,0,0
45020,0,9375,0,0,0,0
45020,0,8174,0,0,0,0
45020,0,9420,0,0,0,0
45020,0,51966,0,0,0,0
45020,0,13110,0,0,0,0
45020,0,14601,0,0,0,0
45020,0,9887,0,0,0,0
45020,0,19508,0,0,0,0
45020,0,9925,0,0,0,0
45020,0,14654,0,0,0,0
45020,0,867,0,0,0,0
45020,0,10777,0,0,0,0
45020,0,4262,0,0,0,0
45020,0,13117,0,0,0,0
45020,0,10721,0,0,0,0
45020,0,4264,0,0,0,0
45020,0,20104,0,0,0,0
45020,0,20116,0,0,0,0
45020,0,20173,0,0,0,0
45020,0,2092,0,0,0,0
45020,0,7760,0,0,0,0
45020,0,1718,0,0,0,0
45020,0,9398,0,0,0,0
45020,0,2276,0,0,0,0
45020,0,10582,0,0,0,0
45020,0,20101,0,0,0,0
45020,0,20113,0,0,0,0
45020,0,20168,0,0,0,0
45020,0,20187,0,0,0,0
