"entry","slot","item","maxcount","incrtime","ExtendedCost","VerifiedBuild"
45023,0,873,0,0,0,0
45023,0,9425,0,0,0,0
45023,0,6327,0,0,0,0
45023,0,13045,0,0,0,0
45023,0,7721,0,0,0,0
45023,0,9240,0,0,0,0
45023,0,9427,0,0,0,0
45023,0,8196,0,0,0,0
45023,0,13034,0,0,0,0
45023,0,9424,0,0,0,0
45023,0,10823,0,0,0,0
45023,0,6802,0,0,0,0
45023,0,869,0,0,0,0
45023,0,19548,0,0,0,0
45023,0,19544,0,0,0,0
45023,0,7714,0,0,0,0
45023,0,9422,0,0,0,0
45023,0,19564,0,0,0,0
45023,0,19560,0,0,0,0
45023,0,9426,0,0,0,0
45023,0,9400,0,0,0,0
45023,0,10572,0,0,0,0
45023,0,13064,0,0,0,0
45023,0,10766,0,0,0,0
45023,0,5215,0,0,0,0
45023,0,9399,0,0,0,0
45023,0,10512,0,0,0,0
45023,0,13029,0,0,0,0
45023,0,6803,0,0,0,0
45023,0,11262,0,0,0,0
45023,0,43657,0,0,0,0
45023,0,43656,0,0,0,0
45023,0,1104,0,0,0,0
45023,0,7726,0,0,0,0
45023,0,9404,0,0,0,0
45023,0,16768,0,0,0,0
